Model,Layer,Dataset,Index,Label,Pred_M,Pred_SoM,Pred_hG,Correct_M,Correct_SoM,Correct_hG
Gemma-2B,12,winogrande,379,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,380,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,381,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,382,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,383,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,384,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,385,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,386,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,387,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,388,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,389,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,390,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,391,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,392,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,393,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,394,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,395,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,396,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,397,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,398,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,399,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,400,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,401,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,402,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,403,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,404,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,405,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,406,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,407,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,408,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,409,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,410,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,411,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,412,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,413,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,414,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,415,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,416,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,417,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,418,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,419,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,420,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,421,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,422,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,423,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,424,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,425,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,426,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,427,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,428,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,429,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,430,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,431,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,432,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,433,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,434,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,435,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,436,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,437,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,438,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,439,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,440,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,441,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,442,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,443,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,444,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,445,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,446,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,447,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,448,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,449,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,450,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,451,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,452,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,453,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,454,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,455,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,456,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,457,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,458,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,459,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,460,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,461,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,462,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,463,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,464,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,465,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,466,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,467,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,468,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,469,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,470,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,471,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,472,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,473,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,474,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,475,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,476,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,477,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,478,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,479,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,480,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,481,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,482,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,483,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,484,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,485,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,486,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,487,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,488,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,489,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,490,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,491,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,492,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,493,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,494,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,495,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,496,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,497,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,498,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,499,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,500,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,501,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,502,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,503,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,504,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,505,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,506,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,507,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,508,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,509,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,510,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,511,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,512,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,513,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,514,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,515,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,516,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,517,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,518,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,519,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,520,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,521,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,522,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,523,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,524,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,525,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,526,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,527,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,528,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,529,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,530,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,531,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,532,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,533,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,534,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,535,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,536,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,537,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,538,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,539,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,540,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,541,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,542,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,543,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,544,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,545,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,546,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,547,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,548,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,549,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,550,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,551,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,552,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,553,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,554,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,555,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,556,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,557,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,558,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,559,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,560,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,561,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,562,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,563,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,564,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,565,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,566,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,567,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,568,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,569,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,570,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,571,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,572,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,573,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,574,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,575,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,576,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,577,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,578,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,579,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,580,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,581,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,582,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,583,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,584,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,585,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,586,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,587,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,588,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,589,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,590,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,591,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,592,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,593,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,594,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,595,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,596,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,597,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,598,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,599,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,600,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,601,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,602,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,603,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,604,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,605,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,606,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,607,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,608,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,609,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,610,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,611,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,612,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,613,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,614,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,615,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,616,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,617,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,618,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,619,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,620,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,621,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,622,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,623,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,624,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,625,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,626,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,627,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,628,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,629,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,630,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,631,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,632,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,633,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,634,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,635,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,636,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,637,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,638,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,639,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,640,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,641,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,642,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,643,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,644,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,645,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,646,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,647,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,648,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,649,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,650,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,651,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,652,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,653,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,654,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,655,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,656,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,657,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,658,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,659,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,660,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,661,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,662,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,663,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,664,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,665,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,666,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,667,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,668,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,669,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,670,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,671,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,672,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,673,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,674,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,675,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,676,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,677,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,678,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,679,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,680,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,681,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,682,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,683,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,684,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,685,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,686,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,687,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,688,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,689,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,690,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,691,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,692,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,693,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,694,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,695,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,696,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,697,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,698,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,699,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,700,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,701,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,702,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,703,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,704,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,705,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,706,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,707,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,708,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,709,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,710,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,711,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,712,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,713,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,714,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,715,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,716,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,717,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,718,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,719,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,720,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,721,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,722,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,723,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,724,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,725,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,726,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,727,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,728,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,729,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,730,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,731,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,732,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,733,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,734,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,735,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,736,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,737,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,738,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,739,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,740,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,741,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,742,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,743,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,744,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,745,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,746,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,747,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,748,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,749,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,750,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,751,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,752,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,753,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,754,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,755,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,756,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,757,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,758,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,759,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,760,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,761,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,762,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,763,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,764,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,765,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,766,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,767,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,768,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,769,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,770,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,771,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,772,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,773,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,774,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,775,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,776,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,777,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,778,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,779,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,780,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,781,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,782,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,783,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,784,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,785,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,786,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,787,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,788,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,789,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,790,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,791,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,792,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,793,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,794,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,795,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,796,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,797,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,798,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,799,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,800,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,801,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,802,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,803,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,804,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,805,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,806,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,807,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,808,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,809,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,810,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,811,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,812,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,813,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,814,1,1,0,0,1,0,0
Gemma-2B,12,winogrande,815,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,816,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,817,1,0,1,1,0,1,1
Gemma-2B,12,winogrande,818,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,819,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,820,0,1,1,1,0,0,0
Gemma-2B,12,winogrande,821,1,1,1,1,1,1,1
Gemma-2B,12,winogrande,822,1,0,0,0,0,0,0
Gemma-2B,12,winogrande,823,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,824,0,0,1,1,1,0,0
Gemma-2B,12,winogrande,825,0,1,0,0,0,1,1
Gemma-2B,12,winogrande,826,0,0,0,0,1,1,1
Gemma-2B,12,winogrande,827,0,0,0,0,1,1,1
